ID Number,Title,Preferred Language,Gender,Relationship Types,Faculty of Graduation,Year of Graduation,Province,Lifetime Giving,Year of Last Gift,Year of First Gift,Largest Gift,Events Attended in Lifetime,Past Traveler Y/N,# of Instances of Volunteering,# of Clicks in the Past Month
100302,,E,M,Graduate,Arts -- General,1964,ON,14645,1994,1977,5858,7,N,0,17
100303,,E,F,Graduate,Engineer -- General,1949,AB,1800,1973,1967,1566,0,N,1,5
100304,,E,M,Graduate,Arts -- General,1955,ON,753,1976,1961,271,13,N,2,1
100305,,E,F,Graduate,Engineer -- General,1962,QC,1080,1991,1988,346,10,N,2,2
100306,,E,F,Graduate,Management,1949,ON,4275,1956,1954,1411,2,N,0,5
100307,, ,M,Graduate,Medicine -- General,1963,ON,13365,1964,1964,6148,5,Y,0,17
100308,,E,F,Graduate,Management,1967,ON,330,1969,1968,122,15,N,3,3
100309,,E,M,Graduate,Arts -- General,1967,ON,20,1985,1976,4,7,N,0,12
100310,,E,F,Graduate,Arts -- General,1967,ON,8295,1976,1968,1576,11,N,1,23
100311,,E,F,Graduate,Arts -- General,1947,ON,2214,1945,1945,288,10,N,1,19
100312,,E,F,Graduate,Agr&Env -- Dietetics,1944,QC,82845,1960,1955,15741,3,N,2,34
100313,, ,F,Graduate,Agr&Env -- General,1966,NS,27065,1979,1976,13533,7,N,0,19
100314,,E,M,Graduate,Medicine -- General,1965,QC,250,1993,1964,243,1,Y,3,5
100315,,E,M,Graduate,Science -- General,1966,AB,7055,1993,1977,1764,3,N,3,2
100316,,E,F,Graduate,Management,1970,QC,0,,,,11,N,0,8
100317,, ,M,Graduate,Arts -- General,1955,ON,3353,1954,1954,2582,10,N,1,21
100318,,E,F,Graduate,Medicine -- General,1967,ON,1650,1984,1978,644,1,N,2,16
100319,,E,F,Graduate,Management,1963,QC,120,1962,1962,12,7,Y,2,3
100320,, ,M,"Graduate, Current Parent",Agr&Env -- General,1961,ON,0,,,,4,N,0,11
100321,,E,F,Graduate,Management,1967,AB,1950,1970,1968,98,2,N,0,17
100322,,E,F,Graduate,Science -- General,1970,AB,630,1989,1988,416,6,N,3,13
100323,,E,M,Graduate,Arts -- General,1952,QC,475,1962,1957,43,8,N,0,11
100324,,E,F,"Graduate, Past Parent",Management,1969,NB,2710,1985,1972,1680,11,N,1,6
100325,, ,F,Graduate,Management,1962,QC,385715,1965,1965,192858,2,N,1,29
100326,,E,F,Graduate,Engineer -- General,1965,BC,1750,1969,1968,928,4,Y,2,4
100327,,E,F,Graduate,Engineer -- General,1964,AB,6850,1988,1977,4932,0,N,0,2
100328,,E,M,Graduate,Arts -- General,1970,ON,10000,1983,1980,9300,0,N,3,2
100329,,E,M,Graduate,Engineer -- General,1969,BC,3190,1983,1968,2839,1,N,3,8
100330,,E,F,Graduate,Law,1961,QC,567,1985,1977,108,13,N,0,8
100331,President, ,M,Graduate,Management,1966,BC,33860,1991,1969,10497,2,N,1,17
100332,,E,M,Graduate,Arts -- General,1967,ON,0,,,,0,N,2,14
100333,,E,F,Graduate,Management,1952,BC,3735,1974,1962,2615,12,N,2,0
100334,, ,F,Graduate,Management,1968,NB,5690,1977,1975,3300,6,N,0,0
100335,,E,F,Graduate,Religious Studies,1953,ON,124709,1961,1958,118474,3,N,0,20
100336,,E,F,"Graduate, Past Parent",Engineer -- General,1960,ON,111450,1967,1967,110336,14,N,3,30
100337,,E,M,Graduate,Science -- General,1965,BC,0,,,,3,N,0,17
100338,,E,M,Graduate,Arts -- General,1944,BC,25555,1953,1953,10478,7,Y,1,17
100339,,E,F,Graduate,Arts -- General,1961,QC,5023,1962,1961,452,11,N,1,9
100340,,E,F,Graduate,Arts -- General,1965,AB,2900,1969,1967,522,9,N,2,16
100341,,E,M,Graduate,Management,1972,BC,12230,1989,1981,1835,2,N,0,16
100342,,E,F,Graduate,Agr&Env -- Dietetics,1966,AB,100,1993,1993,43,7,N,3,1
100343,, ,F,Graduate,Arts -- General,1960,ON,5327696,1962,1962,3782664,13,N,3,19
100344,,E,M,Graduate,Science -- General,1968,BC,2210,1979,1968,928,1,N,0,11
100345,,E,F,Graduate,Arts -- General,1953,ON,5995,1957,1954,5695,4,N,1,18
100346,,E,M,Graduate,Engineer -- General,1960,ON,32,1984,1963,27,13,Y,2,11
100347,,E,M,Graduate,Medicine -- Nursing,1970,BC,0,,,,4,N,2,8
100348,,E,F,Graduate,Arts -- General,1965,ON,3165,1978,1966,3102,12,N,0,1
100349,,E,M,Graduate,Engineer -- General,1964,QC,8301,1961,1961,8052,4,N,0,14
100350,,E,M,"Graduate, Past Student",Management,1959,QC,4827,1966,1963,3427,11,N,3,15
100351,,E,M,Graduate,Arts -- General,1966,QC,1415,1996,1980,368,3,N,0,4
100352,,E,F,Graduate,Science -- General,1968,BC,215,1969,1968,142,7,N,1,14
100353,President, ,M,Graduate,Law,1970,QC,797,1991,1991,550,9,N,1,17
100354,,E,F,Graduate,Arts -- General,1967,NS,14877,1988,1980,1041,6,N,2,19
100355,, ,F,Graduate,Management,1963,AB,9735,1961,1961,8664,4,N,0,10
100356,,F,F,Graduate,Science -- General,1958,ON,215205,1986,1966,105450,12,N,3,26
100357,,E,M,Graduate,Arts -- General,1965,ON,2984,1988,1974,2656,15,N,3,21
100358,,E,F,Graduate,Engineer -- General,1967,QC,2075,1969,1966,270,2,N,0,21
100359,, ,M,Graduate,Law,1969,NS,50,1991,1980,9,3,N,1,9
100360,,E,F,Graduate,Engineer -- General,1951,ON,27645,1972,1971,22945,14,N,2,15
100361,,E,F,Graduate,Science -- General,1961,QC,3610,1986,1965,830,1,N,2,21
100362,,E,M,Graduate,Agr&Env -- General,1956,NB,19537,1983,1972,3321,0,N,0,15
100363,, ,M,"Graduate, Past Parent",Management,1947,ON,6790,1962,1962,679,6,N,0,6
100364,,E,F,Graduate,Engineer -- General,1961,AB,3033,1975,1968,1850,7,N,3,14
100365,,E,M,Graduate,Management,1952,ON,4912,1965,1956,1326,7,N,0,18
100366,,E,F,Graduate,Management,1963,NS,2590,1963,1962,2383,13,N,1,13
100367,,E,M,Graduate,Law,1964,ON,1339,1990,1987,589,5,N,1,21
100368,,E,F,Graduate,Arts -- General,1948,QC,25,1959,1949,8,2,N,2,10
100369,, ,M,Graduate,Arts -- General,1967,BC,7827,1983,1970,7357,4,N,0,13
100370,, ,F,Graduate,Science -- General,1966,BC,515,1979,1974,407,8,N,3,14
100371,,E,F,Graduate,Management,1977,AB,167325,1997,1992,15059,5,N,3,18
100372,,E,M,Graduate,Science -- General,1968,QC,100,1978,1971,77,14,N,0,11
100373,,E,F,Graduate,Engineer -- General,1955,QC,5,1968,1954,3,1,Y,1,3
100374,,F,F,Graduate,Engineer -- General,1958,BC,4772,1982,1960,3531,5,N,2,18
100375,, ,F,Graduate,Management,1949,BC,88735,1960,1948,24846,6,N,2,21
100376,, ,F,Graduate,Arts -- General,1953,QC,131349,1952,1952,109020,10,N,0,23
100377,,E,F,Graduate,Medicine -- General,1962,ON,17946,1972,1962,6819,14,N,0,17
100378,,E,F,Graduate,Science -- General,1961,QC,4812,1960,1960,4427,12,N,3,9
100379,, ,F,Graduate,Management,1966,ON,21615,1989,1980,13834,5,N,0,18
100380,,E,M,Graduate,Engineer -- Architect,1957,QC,552,1985,1982,431,8,Y,1,8
100381,,E,M,Graduate,Science -- General,1966,QC,2365,1971,1966,1514,11,N,1,15
100382,,E,M,Graduate,Engineer -- General,1965,QC,250,1988,1968,133,2,Y,2,10
100383,,E,F,Graduate,Medicine -- Nursing,1958,BC,5,1979,1978,4,14,N,0,2
100384,, ,M,Graduate,Law,1973,SK,350,1994,1981,49,2,Y,3,8
100385,,E,M,Graduate,Medicine -- General,1960,AB,387830,1960,1959,58175,11,N,3,30
100386,,F,M,Graduate,Arts -- General,1962,NS,450790,1970,1967,279490,2,N,0,25
100387,,E,M,Graduate,Arts -- General,1969,QC,0,,,,8,N,1,9
100388,,E,F,Graduate,Arts -- Information (Library) Studies,1969,ON,467,1996,1973,247,15,N,2,14
100389,,E,M,Graduate,Science -- General,1968,AB,3210,1971,1967,1059,12,N,2,15
100390,,E,F,Graduate,Engineer -- Architect,1967,AB,2590,1993,1987,1036,14,N,0,13
100391,,F,F,Graduate,Education -- General,1963,SK,393,1988,1983,369,13,N,0,6
100392,,E,F,Graduate,Management,1971,QC,231245,1985,1972,203496,7,N,3,19
100393,,F,M,"Graduate, Past Student",Engineer -- General,1969,MB,150,1994,1991,89,1,N,0,17
100394,,E,F,Graduate,Medicine -- General,1973,ON,2693,1975,1972,135,9,N,1,7
100395,,E,F,Graduate,Arts -- General,1952,SK,4600,1980,1976,230,15,N,1,18
100396,,E,M,Graduate,Medicine -- General,1963,ON,250,1979,1970,8,7,N,2,18
100397,,E,M,Graduate,Engineer -- General,1967,ON,110,1984,1983,77,11,N,0,8
100398,,E,F,Graduate,Engineer -- General,1950,AB,7255,1970,1952,2467,1,N,3,10
100399,,E,F,Graduate,Arts -- General,1945,AB,31246,1946,1946,27497,5,Y,3,17
100400,,F,M,Graduate,Management,1964,AB,20,1979,1969,5,0,N,0,9
100401,,F,M,Graduate,Science -- General,1965,ON,1355,1978,1978,908,2,N,1,11
100402,,E,M,"Graduate, Former Faculty/Staff",Engineer -- General,1956,AB,5604,1974,1963,3362,0,Y,2,17
100403,, ,M,Graduate,Management,1952,ON,2042,1956,1953,898,5,N,2,23
100404,CEO,E,M,Graduate,Management,1956,NB,796,1983,1955,629,3,N,0,7
100405,,F,F,Graduate,Engineer -- General,1953,ON,3149,1967,1957,756,9,Y,0,14
100406,"Chairman, CEO",E,M,Graduate,Management,1969,BC,120,1968,1968,48,15,Y,3,11
100407,,E,M,Graduate,Science -- General,1969,MB,100,1993,1989,85,14,N,0,14
100408,,E,M,Graduate,Arts -- General,1969,ON,7048,1988,1982,1269,3,N,1,3
100409,,F,F,Graduate,Arts -- General,1970,BC,5618,1972,1970,3258,10,N,1,5
100410,,F,M,Graduate,Management,1968,ON,29950,1976,1973,2696,8,N,2,17
100411,,E,F,Graduate,Medicine -- POT,1967,NB,15400,1964,1964,3388,1,N,0,18
100412,,E,F,Graduate,Arts -- General,1965,QC,0,,,,15,N,3,15
100413,,E,M,Graduate,Engineer -- General,1956,ON,29142,1972,1955,14280,3,N,3,18
100414,,E,M,Graduate,Science -- General,1961,ON,8017,1958,1958,3207,5,N,0,0
100415,,E,F,Graduate,Engineer -- General,1948,NB,1605,1957,1950,1043,3,N,1,6
100416,,F,M,"Graduate, Former Faculty/Staff",Science -- General,1960,ON,692,1963,1961,471,0,N,2,7
100417,,E,M,"Graduate, Past Student",Arts -- General,1968,NL,2000,1968,1968,1060,3,N,2,10
100418,, ,F,Graduate,Science -- General,1970,AB,10,1995,1991,8,10,N,0,2
100419,,F,F,Graduate,Engineer -- General,1966,QC,8742,1967,1965,2710,12,N,0,22
100420,,F,M,Graduate,Arts -- General,1966,ON,6058,1980,1976,5573,1,N,3,4
100421,,E,F,Graduate,Arts -- General,1949,NB,357900,1971,1960,318531,4,N,0,31
100422,,E,F,Graduate,Engineer -- General,1960,ON,23780,1964,1962,21878,2,N,1,17
100423,,E,F,Graduate,Engineer -- General,1967,QC,0,,,,15,N,1,4
100424,,E,F,Graduate,Arts -- General,1964,MB,55,1961,1961,25,8,N,2,5
100425,President, ,F,Graduate,Science -- General,1970,QC,7990,2000,1998,3116,11,N,0,19
100426,,E,M,Graduate,Science -- General,1969,ON,16155,1967,1967,9855,14,Y,3,17
100427,,F,F,Graduate,Medicine -- General,1971,BC,15450,1982,1976,4481,6,N,3,16
100428,,E,M,Graduate,Management,1967,QC,15775,1987,1985,12936,13,N,0,17
100429,,E,M,Graduate,Arts -- General,1968,AB,3505,1990,1987,946,14,N,1,7
100430,,E,M,Graduate,Medicine -- General,1940,ON,13190,1965,1961,5936,5,N,2,15
100431,,E,M,Graduate,Management,1967,ON,8470,1997,1994,6437,11,N,2,15
100432,,E,M,Graduate,Management,1970,ON,71,1996,1980,37,1,N,0,7
100433,,E,F,Graduate,Medicine -- General,1971,ON,15800,1972,1972,1738,6,N,0,17
100434,, ,M,Graduate,Management,1964,AB,22110,1968,1967,5749,13,N,3,16
100435,,F,F,Graduate,Engineer -- General,1952,ON,7240,1965,1955,1303,9,N,0,15
100436,,E,F,Graduate,Engineer -- General,1970,QC,8627,1973,1973,8541,13,Y,1,13
100437,,E,M,Graduate,Science -- General,1967,BC,23,1965,1965,18,3,N,1,22
100438,, ,F,Graduate,Agr&Env -- General,1969,ON,128,1988,1979,68,4,N,2,13
100439,,E,M,Graduate,Arts -- General,1962,AB,0,,,,13,N,0,1
100440,,F,M,Graduate,Medicine -- General,1967,ON,4655,1968,1967,4376,0,N,3,17
100441,,F,M,Graduate,Management,1975,BC,875,1978,1978,499,14,N,3,14
100442,, ,M,Graduate,Medicine -- General,1965,SK,25,1962,1962,17,5,N,0,18
100443,, ,F,Graduate,Arts -- General,1964,QC,3008,1970,1964,1353,14,N,1,11
100444,,E,F,Graduate,Arts -- General,1964,ON,2898,1961,1961,1710,11,N,2,9
100445,, ,M,Graduate,Education -- General,1969,AB,7745,1993,1985,775,0,N,2,18
100446,,E,F,Graduate,Medicine -- General,1968,ON,7650,1996,1972,230,14,Y,0,18
100447,,E,M,Graduate,Agr&Env -- General,1970,QC,964,1994,1982,520,15,N,0,16
100448,,E,M,Graduate,Engineer -- General,1951,NS,19460,1969,1955,12260,4,Y,3,16
100449,,E,F,"Graduate, Former Faculty/Staff",Engineer -- General,1957,AB,789,1978,1969,339,5,N,0,23
100450,,E,M,Graduate,Arts -- General,1962,ON,0,,,,13,N,1,4
100451,, ,M,Graduate,Arts -- General,1963,NS,2790,1974,1964,84,12,N,1,21
100452,, ,M,Graduate,Management,1969,ON,10670,1976,1971,3521,0,N,2,16
100453,,E,F,Graduate,Management,1965,BC,29060880,1977,1976,5521567,9,N,0,25
100454,,E,F,Graduate,Law,1970,AB,1855,1978,1972,1299,0,N,3,2
100455,, ,F,Graduate,Arts -- Social Work,1952,AB,85,1968,1963,66,13,N,3,13
100456,,E,M,Graduate,Arts -- General,1950,QC,13725,1972,1950,6451,9,N,0,19
100457,,F,F,Graduate,Arts -- General,1961,ON,14728,1968,1967,6922,4,N,1,15
100458,,E,F,Graduate,Arts -- General,1961,ON,8471,1961,1960,254,12,N,2,10
100459,,E,F,Graduate,Arts -- General,1969,NB,7300,1993,1984,5256,9,N,2,9
100460,,E,M,Graduate,Medicine -- General,1960,ON,1857,1967,1964,1003,2,N,0,18
100461,,E,F,Graduate,Science -- General,1969,SK,375,1981,1980,15,13,N,0,16
100462,,E,F,Graduate,Engineer -- General,1964,AB,20200,1979,1964,9696,13,N,3,15
100463,,F,F,Graduate,Law,1974,NB,2850,1982,1982,228,12,N,0,2
100464,,E,F,Graduate,Science -- General,1966,MB,2155,1996,1987,776,9,N,1,12
100465,President,E,M,Graduate,Science -- General,1969,MB,625,1996,1977,175,11,N,1,9
100466,,E,M,Graduate,Engineer -- Architect,1964,AB,1168515,1963,1963,759535,4,N,2,35
100467,,E,F,Graduate,Engineer -- Architect,1970,NS,9290,1975,1974,8361,14,N,0,14
100468,,F,F,Graduate,Arts -- General,1955,NB,3600,1959,1954,36,0,N,3,12
100469,,F,M,Graduate,Engineer -- General,1957,QC,302345,1960,1960,108844,7,N,3,15
100470,,E,F,Graduate,Science -- General,1965,ON,30,1991,1967,24,5,N,0,10
100471,,E,F,Graduate,Education -- General,1966,AB,10,1978,1973,7,3,N,1,18
100472,,F,F,Graduate,Medicine -- General,1970,NB,11172,1970,1969,4581,5,Y,2,18
100473,,E,F,Graduate,Management,1955,BC,9313,1958,1957,6053,7,N,2,21
100474,,F,M,Graduate,Arts -- General,1959,AB,16460,1969,1969,15308,11,N,0,17
100475,,E,F,Graduate,Medicine -- General,1970,QC,5890,1978,1971,2415,15,N,0,21
100476,,F,F,Graduate,Medicine -- General,1970,ON,2090,1968,1968,460,7,N,3,21
100477,,F,F,Graduate,Medicine -- General,1961,ON,95,1960,1960,81,1,N,0,1
100478,,E,F,"Graduate, Former Faculty/Staff, Past Student",Arts -- General,1967,QC,28275,1992,1986,20075,11,N,1,15
100479,,E,F,Graduate,Arts -- General,1969,BC,1578,1978,1976,347,2,N,1,9
100480,,E,M,Graduate,Medicine -- General,1964,ON,19740,1978,1971,1579,5,N,2,15
100481,,E,F,Graduate,Management,1953,QC,46607,1973,1957,13050,0,N,0,15
100482,,E,F,Graduate,Education -- General,1963,BC,700,1981,1971,476,14,N,3,11
100483,, ,F,Graduate,Science -- General,1965,SK,10765,1980,1980,2368,2,N,3,16
100484,,E,F,Graduate,Dentistry,1970,QC,19815,1979,1977,17834,7,N,0,16
100485,,E,F,"Graduate, Former Faculty/Staff",Music,1969,NB,145,1987,1972,102,9,N,1,9
100486,,F,F,Graduate,Engineer -- General,1960,QC,685500,1965,1965,651225,7,N,2,33
100487,,F,F,Graduate,Arts -- General,1970,BC,4350,1975,1975,2480,8,N,2,4
100488,,E,M,"Graduate, Student",Management,1970,BC,3702,1986,1973,185,9,N,0,1
100489,,E,M,Graduate,Science -- General,1966,ON,1920,1965,1965,614,2,N,0,15
100490,,E,M,Graduate,Engineer -- General,1970,BC,6280,1975,1973,1758,7,Y,3,20
100491,,E,F,Graduate,Arts -- General,1967,BC,25420,1981,1981,11185,13,N,0,20
100492,,E,F,Graduate,Law,1953,ON,80315,1966,1960,4819,4,N,1,29
100493,"Chairman, CEO",F,F,Graduate,Arts -- General,1968,NS,0,,,,12,N,1,17
100494,President,E,M,"Graduate, Past Student",Dentistry,1971,ON,4175,1975,1973,125,0,N,2,15
100495,,E,F,Graduate,Arts -- General,1961,ON,2680,1972,1963,2251,14,N,0,8
100496,, ,F,Graduate,Arts -- General,1961,QC,4506,1984,1970,2974,6,N,3,17
100497,,F,F,Graduate,Science -- General,1965,BC,9798,1990,1972,6075,6,Y,3,9
100498,,E,M,Graduate,Arts -- General,1969,QC,0,,,,8,N,0,12
100499,,E,F,Graduate,Engineer -- General,1956,NB,190,1956,1955,99,6,N,1,5
100500,, ,F,Graduate,Management,1967,BC,2085,1994,1973,83,7,N,2,8
100501,,E,M,Graduate,Science -- General,1965,ON,13900,1964,1964,4309,6,N,2,18
100502,, ,M,Graduate,Medicine -- General,1964,AB,11924,1994,1985,3935,10,N,0,15
100503,, ,F,Graduate,Arts -- General,1959,NL,5005,1965,1964,1802,8,N,0,11
100504,,E,F,"Graduate, Past Student",Engineer -- General,1969,ON,600,1979,1969,390,7,N,3,19
100505,, ,F,Graduate,Management,1960,AB,0,,,,9,N,0,1
100506,,E,F,Graduate,Arts -- General,1968,ON,50,1971,1969,50,4,N,1,1
100507,,E,F,Graduate,Arts -- General,1969,QC,10260,1997,1972,6464,2,N,1,15
100508,,E,F,Graduate,Management,1963,NS,53370,1981,1962,35758,8,N,2,24
100509,,E,U,Graduate,Medicine -- General,1962,QC,144940,1980,1973,115952,4,N,0,32
100510,, ,F,Graduate,Science -- General,1961,SK,73701,1969,1963,26532,7,N,3,31
100511,,E,M,Graduate,Arts -- General,1954,ON,3030,1956,1954,970,12,N,3,0
100512,,E,F,Graduate,Engineer -- General,1965,QC,2550,1995,1965,485,5,N,0,18
100513,, ,F,Graduate,Arts -- General,1968,ON,125,1994,1971,39,3,N,1,10
100514,,E,F,Graduate,Arts -- General,1967,QC,77600,1985,1977,20952,13,N,2,22
100515,,E,F,Graduate,Law,1973,ON,24,1986,1973,12,10,N,2,21
100516,,E,F,"Graduate, Past Parent",Law,1973,BC,125,1989,1977,89,3,N,0,6
100517,,E,F,"Graduate, Former Faculty/Staff",Engineer -- General,1969,ON,750,1975,1970,293,3,N,0,19
100518,,E,F,Graduate,Management,1947,QC,9308,1959,1950,465,3,N,3,11
100519,,E,F,Graduate,Medicine -- General,1969,QC,500,1973,1969,225,4,N,0,1
100520,,E,M,Graduate,Science -- General,1964,BC,4980,1987,1970,3934,6,N,1,8
100521,, ,F,Graduate,Arts -- General,1970,BC,16450,1972,1970,12831,14,N,1,16
100522,,E,M,Graduate,Arts -- Social Work,1970,AB,25,1999,1993,1,0,N,2,4
100523,, ,F,Graduate,Arts -- General,1959,ON,16860,1963,1958,16186,7,N,0,20
100524,, ,F,Graduate,Engineer -- General,1960,ON,122,1990,1982,35,11,N,3,5
100525,,E,M,Graduate,Management,1968,AB,7847,1990,1985,863,15,Y,3,16
100526,,E,F,Graduate,Engineer -- General,1961,ON,802,1979,1969,168,0,N,0,10
100527,,E,M,"Graduate, Former Faculty/Staff",Management,1951,ON,13270,1981,1970,4512,6,N,1,19
100528,,E,F,Graduate,Engineer -- Architect,1969,BC,0,,,,14,Y,2,22
100529,,E,F,Graduate,Science -- General,1965,QC,24470,1968,1964,19331,7,N,2,18
100530,,F,M,Graduate,Arts -- General,1943,QC,40560,1952,1949,20686,12,N,0,18
100531,, ,M,Graduate,Law,1969,ON,396,1993,1991,297,4,N,0,4
100532,, ,F,Graduate,Medicine -- General,1963,QC,7600,1970,1963,5016,11,N,3,3
100533,,E,F,Graduate,Law,1976,ON,401,1997,1992,388,1,N,0,13
100534,,E,M,Graduate,Engineer -- General,1962,AB,7532,1983,1967,3239,4,N,1,14
100535,,E,F,Graduate,Management,1960,ON,950,1968,1968,770,6,N,1,13
100536,,E,M,Graduate,Arts -- General,1970,ON,2425,1996,1987,2280,8,N,2,3
100537,, ,F,Graduate,Engineer -- General,1961,NS,15110,1985,1960,11030,9,N,0,15
100538,,E,F,Graduate,Engineer -- General,1952,AB,7540,1978,1953,6484,5,N,3,11
100539,,E,F,"Graduate, Past Parent",Arts -- General,1945,NB,5032,1951,1945,2315,0,N,3,4
100540,,E,M,Graduate,Management,1946,BC,258415,1952,1952,157633,12,N,0,31
100541,CEO,E,M,Graduate,Arts -- General,1951,NB,438525,1972,1960,298197,11,N,1,31
100542,,E,M,Graduate,Agr&Env -- Dietetics,1954,PE,3239,1980,1974,2624,10,N,2,15
100543,"Chairman, CEO",E,F,Graduate,Arts -- General,1962,QC,83730,1975,1975,16746,12,N,2,31
100544,,E,F,Graduate,Management,1970,QC,21,1974,1971,18,2,N,0,10
100545,, ,F,Graduate,Engineer -- Architect,1956,MB,220,1980,1972,180,7,N,0,1
100546,, ,F,Graduate,Agr&Env -- General,1968,QC,30,1985,1976,1,5,Y,3,23
100547,, ,M,Graduate,Science -- General,1962,ON,7790,1978,1964,234,12,N,0,20
100548,, ,F,Graduate,Management,1956,ON,10437,1981,1965,10228,4,N,1,15
100549,,E,F,Graduate,Arts -- General,1959,NS,10378,1989,1960,1972,12,N,1,16
100550,,F,F,Graduate,Agr&Env -- General,1955,QC,1955,1965,1956,1232,13,N,2,18
100551,,E,M,Graduate,Medicine -- General,1969,BC,4370,1994,1978,87,12,N,0,14
100552,,E,F,Graduate,Agr&Env -- Dietetics,1943,AB,1918,1945,1942,211,10,Y,3,15
100553,,E,M,Graduate,Science -- General,1966,ON,2301,1964,1964,1818,11,N,3,20
100554,,F,M,Graduate,Medicine -- General,1973,AB,18096,2002,1975,13210,2,N,0,17
100555,,E,M,Graduate,Arts -- General,1969,ON,500,1966,1966,235,8,N,1,21
100556,,E,M,Graduate,Arts -- General,1971,BC,8395,1975,1972,7639,10,N,2,10
100557,"Chairman, CEO",E,M,Graduate,Arts -- General,1971,SK,640,1990,1977,563,1,N,2,4
100558,,E,M,Graduate,Arts -- General,1971,NB,559,1995,1976,151,3,N,0,2
100559,,F,F,"Graduate, Former Faculty/Staff, Past Student",Arts -- General,1971,SK,4525,1971,1970,45,3,N,0,20
100560,,F,M,"Graduate, Former Faculty/Staff, Past Student",Arts -- General,1971,QC,1720,1991,1984,1410,7,N,3,3
100561,,E,M,Graduate,Science -- General,1971,ON,350,1999,1980,340,10,N,0,8
100562,CEO,F,F,Graduate,Science -- General,1971,AB,3540,1979,1975,2230,14,N,1,21
100563,President,E,M,Graduate,Agr&Env -- General,1972,AB,147,1983,1981,47,5,N,1,21
100564,President,F,F,Graduate,Engineer -- General,1971,NB,0,,,,13,N,2,3
100565,,E,F,Graduate,Medicine -- General,1976,BC,1025,1994,1984,584,4,N,0,7
100566,, ,F,Graduate,Education -- General,1971,ON,20,1993,1986,2,13,N,3,11
100567,,F,F,Graduate,Engineer -- Architect,1971,QC,1675,1986,1982,1340,0,N,3,23
100568,,E,F,"Graduate, Former Faculty/Staff",Medicine -- General,1973,QC,90,1990,1973,65,1,N,0,5
100569,"Chairman, CEO",E,F,Graduate,Medicine -- General,1973,ON,165,1985,1978,135,13,N,1,18
100570,,E,M,Graduate,Management,1972,BC,0,,,,11,N,2,22
100571,,E,M,Graduate,Arts -- General,1972,ON,0,,,,4,N,2,8
100572,,E,F,Graduate,Science -- General,1972,QC,110600,1978,1978,25438,8,N,0,28
100573,,E,F,Graduate,Management,1972,QC,3715,1997,1975,1783,9,N,0,22
100574,,E,F,Graduate,Music,1972,BC,130,1996,1974,68,0,N,3,15
100575,,E,M,Graduate,Dentistry,1972,ON,4635,1990,1983,881,1,Y,0,2
100576,,E,F,"Graduate, Former Faculty/Staff",Agr&Env -- General,1972,BC,126525,1986,1986,55671,5,N,1,32
100577,,E,F,Graduate,Arts -- General,1961,BC,52300,1985,1973,7322,0,N,1,18
100578,,E,F,Graduate,Agr&Env -- Dietetics,1973,AB,3850,1972,1972,2156,2,N,2,21
100579,,E,F,Graduate,Engineer -- General,1973,NS,780,2001,1994,296,14,N,0,19
100580,,E,M,Graduate,Arts -- General,1974,NS,0,,,,10,Y,3,17
100581,,F,M,Graduate,Science -- General,1975,SK,10055,1986,1986,8446,11,N,3,20
100582,,E,F,Graduate,Management,1975,QC,15,1972,1972,1,12,N,0,21
100583,,E,M,Graduate,Medicine -- General,1975,QC,1855,1999,1990,1465,4,N,1,10
100584,,E,F,Graduate,Continuing Education,1979,QC,275,1981,1981,248,9,N,2,4
100585,,E,F,Graduate,Arts -- Social Work,1978,BC,1375,1975,1975,976,0,Y,2,15
100586,,E,F,Graduate,Medicine -- General,1975,ON,3150,1994,1993,2520,2,N,0,6
